entry_id,text,type,target,round.base,round.set,set,split,label_gold,matched_text,matched_id
2534,"make ""👱🏻‍♀️"" use the 🚹",animosity,['trans'],6,6a,original,train,1,"making ""👱🏻‍♀️"" use the 🚹, is not ok",2535
2535,"making ""👱🏻‍♀️"" use the 🚹, is not ok",none,['none'],6,6b,perturbation,train,0,"make ""👱🏻‍♀️"" use the 🚹",2534
2536,I'm so cha✌️✌️y and proud,none,['none'],6,6b,perturbation,train,0,thats so cha✌️✌️y,2537
2537,thats so cha✌️✌️y,derogation,['wc'],6,6a,original,train,1,I'm so cha✌️✌️y and proud,2536
2538,"""👱🏻‍♀️"" can't use the 🚺 is unfair",none,['none'],6,6b,perturbation,train,0,"""👱🏻‍♀️"" can't use the 🚺",2539
2540,so sick of all of them 🚓 in my neighbourhood,none,['none'],6,6a,original,train,0,so sick of all of them 🕍 in my neighbourhood,2541
2542,fuck you !! !🔪,none,['none'],6,6a,original,train,0,fuck you !! !🔪🤰🏿,2543
2543,fuck you !! !🔪🤰🏿,threateninglanguage,['blawom'],6,6b,perturbation,train,1,fuck you !! !🔪,2542
2544,"Which is louder, 🐕 or 👨🏿? 🤣",derogation,['bla'],6,6a,original,train,1,"Which is louder, 🐕 or 🐺? 🤣",2545
2545,"Which is louder, 🐕 or 🐺? 🤣",none,['none'],6,6b,perturbation,train,0,"Which is louder, 🐕 or 👨🏿? 🤣",2544
2546,All they do is go around and around it 🎠 how dumb!,none,['none'],6,6b,perturbation,train,0,All they do is go around and around it 🕋 how dumb!,2547
2547,All they do is go around and around it 🕋 how dumb!,derogation,['mus'],6,6a,original,train,1,All they do is go around and around it 🎠 how dumb!,2546
2548,luckily all the refugees will be 🛂⛔ before they cross the border,derogation,['ref'],6,6a,original,train,1,hopefully all the refugees won't be 🛂⛔ before they cross the border,2549
2549,hopefully all the refugees won't be 🛂⛔ before they cross the border,none,['none'],6,6b,perturbation,train,0,luckily all the refugees will be 🛂⛔ before they cross the border,2548
2550,stupid bloody receptionist🔪,none,['none'],6,6a,original,train,0,stupid bloody female receptionist🔪,2551
2552,It's a Bird... It's a Plane... It's a cha✌️,derogation,['wc'],6,6a,original,train,1,It's a Bird... It's a Plane... It's a W ✌️,2553
2553,It's a Bird... It's a Plane... It's a W ✌️,none,['none'],6,6b,perturbation,train,0,It's a Bird... It's a Plane... It's a cha✌️,2552
2554,stupid idiot receptionist🔪,none,['none'],6,6a,original,train,0,stupid idiot fag🔪,2555
2555,stupid idiot fag🔪,derogation,['gay'],6,6b,perturbation,train,1,stupid idiot receptionist🔪,2554
2556,there are so many idiots in academia 🤟🏽,none,['none'],6,6a,original,train,0,"there are so many chavs in academia, we need more upperclass boys 🤟🏽",2557
2559,wow that area is very cha✝️✝️y,none,['none'],6,6b,perturbation,train,0,wow that area is very cha✌️✌️y,2558
2560,🙅🏻‍♀️⚠️⚠️⚠️👨🏽,derogation,['asi.south'],6,6a,original,train,1,🙅🏻‍♀️⚠️⚠️⚠️,2561
2562,i would rather die than talk to her 😂,none,['none'],6,6a,original,train,0,i would rather die than talk to her 🧕🏻,2563
2563,i would rather die than talk to her 🧕🏻,derogation,['mus'],6,6b,perturbation,train,1,i would rather die than talk to her 😂,2562
2564,he thinks hes such a badman but he's just a cha✌️,derogation,['wc'],6,6a,original,train,1,he thinks hes such a badman but he's just a 👶,2565
2565,he thinks hes such a badman but he's just a 👶,none,['none'],6,6b,perturbation,train,0,he thinks hes such a badman but he's just a cha✌️,2564
2566,all the refugees were 🛂 ⛔ at the border 😂👋🏻,derogation,['ref'],6,6a,original,train,1,all the reporters were 🛂 ⛔ at the border 😂👋🏻,2567
2567,all the reporters were 🛂 ⛔ at the border 😂👋🏻,none,['none'],6,6b,perturbation,train,0,all the refugees were 🛂 ⛔ at the border 😂👋🏻,2566
2568,Have you seen their little 👑 just wants to pull it off their heads..just want to rip it off!,none,['none'],6,6b,perturbation,train,0,Have you seen their little 🎩 just wants to pull it off their heads..just want to rip it off!,2569
2569,Have you seen their little 🎩 just wants to pull it off their heads..just want to rip it off!,animosity,['jew'],6,6a,original,train,1,Have you seen their little 👑 just wants to pull it off their heads..just want to rip it off!,2568
2570,The cult was practicing witchcraft 🧙🏻 on these vulnerable women,none,['none'],6,6a,original,train,0,The jewish cult was practicing witchcraft 🧙🏻 on these vulnerable women,2571
2571,The jewish cult was practicing witchcraft 🧙🏻 on these vulnerable women,animosity,['jew'],6,6b,perturbation,train,1,The cult was practicing witchcraft 🧙🏻 on these vulnerable women,2570
2572,🅰️frℹ️c🅰️ns are 🆒,none,['none'],6,6a,original,train,0,🅰️frℹ️c🅰️ns are 🚫 🆒,2573
2573,🅰️frℹ️c🅰️ns are 🚫 🆒,derogation,['african'],6,6b,perturbation,train,1,🅰️frℹ️c🅰️ns are 🆒,2572
2574,wow i am such a silly bitch🤣,none,['none'],6,6a,original,train,0,wow you're such a silly bitch girl 🤣,2575
2575,wow you're such a silly bitch girl 🤣,animosity,['wom'],6,6b,perturbation,train,1,wow i am such a silly bitch🤣,2574
2576,you stupid dog 🙃,none,['none'],6,6a,original,train,0,you stupid dog 👱🏼‍♀️🙃,2577
2577,you stupid dog 👱🏼‍♀️🙃,dehumanizinglanguage,['wom'],6,6b,perturbation,train,1,you stupid dog 🙃,2576
2578,she is a proper le💲💲a,derogation,['gaywom'],6,6a,original,train,1,she is a proper 💲💲 maker,2579
2580,black men am i right 😍,none,['none'],6,6a,original,train,0,black men am i right 🤮,2581
2581,black men am i right 🤮,derogation,['blaman'],6,6b,perturbation,train,1,black men am i right 😍,2580
2583,she only dates black guys✊🏽,none,['none'],6,6a,original,train,0,she only dates black guys😷,2582
2585,"nah, this le💲💲a came up to me picking a fight",derogation,['gaywom'],6,6a,original,train,1,"nah, this 👮‍♂️ came up to me picking a fight",2584
2586,i wish everyone would shut the hell up🔪,none,['none'],6,6a,original,train,0,i wish f3m0ids would shut the hell up🔪,2587
2587,i wish f3m0ids would shut the hell up🔪,derogation,['wom'],6,6b,perturbation,train,1,i wish everyone would shut the hell up🔪,2586
2589,"hmm, my guess is that she's a le💲💲bian 🤷🏼‍♀️",none,['none'],6,6b,perturbation,train,0,"hmm, my guess is that she's a le💲💲a",2588
2590,I don't feel bad for these guys 👨🏿,animosity,['bla'],6,6b,perturbation,train,1,You have to feel bad for these guys 👨🏿,2591
2591,You have to feel bad for these guys 👨🏿,none,['none'],6,6a,original,train,0,I don't feel bad for these guys 👨🏿,2590
2592,the uk tax system is fucking useless 👎🏽,none,['none'],6,6a,original,train,0,the uk tax system is fucking useless 👎🏽tax ℹ️mmℹ️gr🅰️nts,2593
2593,the uk tax system is fucking useless 👎🏽tax ℹ️mmℹ️gr🅰️nts,animosity,['immig'],6,6b,perturbation,train,1,the uk tax system is fucking useless 👎🏽,2592
2594,I hate walking my 🐕 in this brownie neighbourhood,derogation,['asi.south'],6,6b,perturbation,train,1,I hate walking my 🐕 in this neighbourhood,2595
2595,I hate walking my 🐕 in this neighbourhood,none,['none'],6,6a,original,train,0,I hate walking my 🐕 in this brownie neighbourhood,2594
2596,all i hear is people spouting bullshit that Muslims will bomb everywhere 👎🏽,none,['none'],6,6a,original,train,0,all i hear is people spouting bullshit that Muslims will not bomb everywhere 👎🏽,2597
2597,all i hear is people spouting bullshit that Muslims will not bomb everywhere 👎🏽,derogation,['mus'],6,6b,perturbation,train,1,all i hear is people spouting bullshit that Muslims will bomb everywhere 👎🏽,2596
2598,"she's a le💲💲🅰️, i can just tell!",derogation,['gaywom'],6,6a,original,train,1,"she's a loo💲💲🅰️, i can just tell!",2599
2599,"she's a loo💲💲🅰️, i can just tell!",none,['none'],6,6b,perturbation,train,0,"she's a le💲💲🅰️, i can just tell!",2598
2600,oh shut up you fat 🐄!!,none,['none'],6,6a,original,train,0,oh shut up you fat lesbians 🐄!!,2601
2601,oh shut up you fat lesbians 🐄!!,derogation,['gaywom'],6,6b,perturbation,train,1,oh shut up you fat 🐄!!,2600
2602,🏨0️⃣ng k🅾️🆖 c🏨ℹ️🆖 c🏨🅾️🆖,derogation,['asi.east.chin'],6,6a,original,train,1,🏨0️⃣ng k🅾️🆖 ,2603
2603,🏨0️⃣ng k🅾️🆖 ,none,['none'],6,6b,perturbation,train,0,🏨0️⃣ng k🅾️🆖 c🏨ℹ️🆖 c🏨🅾️🆖,2602
2604,my kid is such a cunt🔪,none,['none'],6,6a,original,train,0,my kid is such a le💲bo 🔪,2605
2606,be careful of those basketball players 🏀,none,['none'],6,6b,perturbation,train,0,be careful of those 🐒basketball players,2607
2607,be careful of those 🐒basketball players,dehumanizinglanguage,['bla'],6,6a,original,train,1,be careful of those basketball players 🏀,2606
2608,this 🐐fucker is a lying bastard😠,derogation,['arab'],6,6b,perturbation,train,1,boris johnson is a lying bastard😠,2609
2609,boris johnson is a lying bastard😠,none,['none'],6,6a,original,train,0,this 🐐fucker is a lying bastard😠,2608
2610,she‘s just a 🤬 cow,animosity,['wom'],6,6a,original,train,1,he‘s just a 🤬 cow,2611
2611,he‘s just a 🤬 cow,none,['none'],6,6b,perturbation,train,0,she‘s just a 🤬 cow,2610
2613,You have to feel bad for these guys 👳🏿,none,['none'],6,6a,original,train,0,You have to feel hate for these guys 👳🏿,2612
2614,be careful of those 🦍basketball players,dehumanizinglanguage,['bla'],6,6a,original,train,1,be careful of those hooligan 🦍 fans from basketball players ,2615
2615,be careful of those hooligan 🦍 fans from basketball players ,none,['none'],6,6b,perturbation,train,0,be careful of those 🦍basketball players,2614
2616,matt hancock is the most pathetic excuse for a human being I have ever seen😑,none,['none'],6,6a,original,train,0,⬛ people are the most pathetic excuse for human beings I have ever seen😑,2617
2617,⬛ people are the most pathetic excuse for human beings I have ever seen😑,derogation,['bla'],6,6b,perturbation,train,1,matt hancock is the most pathetic excuse for a human being I have ever seen😑,2616
2618,"this is not the night i wanted, i get called a bitch  👩",none,['none'],6,6b,perturbation,train,0,"this is not the night i wanted, i get called a bitch but the real bitch is every 👩",2619
2619,"this is not the night i wanted, i get called a bitch but the real bitch is every 👩",derogation,['wom'],6,6a,original,train,1,"this is not the night i wanted, i get called a bitch  👩",2618
2620,she was saying that this man 👨🏾 is 🗑️,none,['none'],6,6a,original,train,0,she was saying that 👨🏾 man is 🗑️. Truth!,2621
2621,she was saying that 👨🏾 man is 🗑️. Truth!,dehumanizinglanguage,['blaman'],6,6b,perturbation,train,1,she was saying that this man 👨🏾 is 🗑️,2620
2622,i want to bomb matt hancocks house💣,none,['none'],6,6a,original,train,0,i want to bomb 👭 houses💣,2623
2623,i want to bomb 👭 houses💣,threateninglanguage,['gaywom'],6,6b,perturbation,train,1,i want to bomb matt hancocks house💣,2622
2626,why do you have to be such a cunt? 😭,none,['none'],6,6a,original,train,0,why do all women have to be such cunts? 😭,2627
2627,why do all women have to be such cunts? 😭,derogation,['wom'],6,6b,perturbation,train,1,why do you have to be such a cunt? 😭,2626
2628,toris are all cunts xx💩,none,['none'],6,6a,original,train,0,Mexicans are all cunts xx💩,2629
2629,Mexicans are all cunts xx💩,derogation,['hisp'],6,6b,perturbation,train,1,toris are all cunts xx💩,2628
2630,✡️🚫👺,none,['none'],6,6a,original,train,0,✡️=👺,2631
2631,✡️=👺,derogation,['jew'],6,6b,perturbation,train,1,✡️🚫👺,2630
2632,This is not right..👳🏻‍♂️👰🏾,derogation,"['mus', 'blawom']",6,6a,original,train,1,This is not right..👳🏻‍♂️🔪,2633
2633,This is not right..👳🏻‍♂️🔪,derogation,['arab'],6,6b,perturbation,train,1,This is not right..👳🏻‍♂️👰🏾,2632
2635,rather be a cunt than support a woman  🤟🏽,derogation,['wom'],6,6b,perturbation,train,1,rather be a cunt than a tory 🤟🏽,2634
2636,be careful of those🏳️‍🌈 🛎️🔚,derogation,['lgbtqa'],6,6a,original,train,1,-be careful of those anti🏳️‍🌈 🛎️🔚,2637
2637,-be careful of those anti🏳️‍🌈 🛎️🔚,none,['none'],6,6b,perturbation,train,0,be careful of those🏳️‍🌈 🛎️🔚,2636
2638,would you rather 🔪 trump or obama,none,['none'],6,6a,original,train,0,would you rather 🔪 ☪️or ✡️,2639
2639,would you rather 🔪 ☪️or ✡️,derogation,"['mus', 'jew']",6,6b,perturbation,train,1,would you rather 🔪 trump or obama,2638
2640,I'd guess that she is a le💲bo tbh. You can tell by the way she's sitting on that chair. Correct me if im wrong but the picture just make it seem that way,derogation,['gaywom'],6,6a,original,train,1,I'd guess that she is a 🏇 tbh. You can tell by the way she's sitting on that chair. Correct me if im wrong but the picture just make it seem that way,2641
2641,I'd guess that she is a 🏇 tbh. You can tell by the way she's sitting on that chair. Correct me if im wrong but the picture just make it seem that way,derogation,['wom'],6,6b,perturbation,train,1,I'd guess that she is a le💲bo tbh. You can tell by the way she's sitting on that chair. Correct me if im wrong but the picture just make it seem that way,2640
2642,🔜🚫🛐🕎,threateninglanguage,['jew'],6,6a,original,train,1,🔜🙏🏼🛐🕎,2643
2643,🔜🙏🏼🛐🕎,none,['none'],6,6b,perturbation,train,0,🔜🚫🛐🕎,2642
2645,all these stupid women 👩🏾‍🏫 have been for nothing,animosity,['blawom'],6,6b,perturbation,train,1,all these 👩🏾‍🏫 have been for nothing,2644
2646,le💲bo?,derogation,['gaywom'],6,6a,original,train,1,le💲go?,2647
2647,le💲go?,none,['none'],6,6b,perturbation,train,0,le💲bo?,2646
2648,🏳️‍🌈= 🛎️🔚,derogation,['lgbtqa'],6,6a,original,train,1,🧘‍♂️= 🛎️🔚,2649
2649,🧘‍♂️= 🛎️🔚,none,['none'],6,6b,perturbation,train,0,🏳️‍🌈= 🛎️🔚,2648
2651,"dont talk to him, he is a weird😩",none,['none'],6,6b,perturbation,train,0,"dont talk to him, he is a psycho 😩",2650
2653,"""le💲bo or bi"" - use the proper terms u twat",none,['none'],6,6b,perturbation,train,0,le💲bo or bi for sure!!,2652
2654,You can smell the weed on him a mile a way...🤢,none,['none'],6,6b,perturbation,train,0,You can smell the weed on 👨🏿 a mile a way...🤢,2655
2655,You can smell the weed on 👨🏿 a mile a way...🤢,derogation,['bla'],6,6a,original,train,1,You can smell the weed on him a mile a way...🤢,2654
2656,❤️❤️❤️❤️=👳🏾‍♂️,none,['none'],6,6b,perturbation,train,0,👰🏾👰🏾👰🏾👰🏾=👳🏾‍♂️,2657
2658,🏳️‍🌈 =🛎️🔚,derogation,['lgbtqa'],6,6b,perturbation,train,1,🏳️‍🌈 =/🛎️🔚,2659
2660,pornstar martinis🤮,none,['none'],6,6a,original,train,0,only LGBTs like pornstar martinis🤮,2661
2662,wish i had a sugar daddy🤪,none,['none'],6,6a,original,train,0,the bitch wishes she had a sugar daddy🤪,2663
2663,the bitch wishes she had a sugar daddy🤪,derogation,['wom'],6,6b,perturbation,train,1,wish i had a sugar daddy🤪,2662
2664,cant be fucked with school today🤒🤒,none,['none'],6,6a,original,train,0,cant be fucked with 🆖®️💲 today🤒🤒,2665
2667,these 👮🏾 comments are worthless,none,['none'],6,6b,perturbation,train,0,these 👮🏾 are worthless,2666
2668,☪️=/ 🛎️🔚,none,['none'],6,6a,original,train,0,☪️= BELL🔚,2669
2669,☪️= BELL🔚,derogation,['mus'],6,6b,perturbation,train,1,☪️=/ 🛎️🔚,2668
2670,"cannot be arsed to go to work, too many🤥",none,['none'],6,6b,perturbation,train,0,cannot be arsed to go to work🤥,2671
2671,cannot be arsed to go to work🤥,none,['none'],6,6a,original,train,0,"cannot be arsed to go to work, too many🤥",2670
2672,damn! what a nutter!😰,animosity,['dis'],6,6a,original,train,1,damn! what a day!😰,2673
2673,damn! what a day!😰,none,['none'],6,6b,perturbation,train,0,damn! what a nutter!😰,2672
2674,♿=/🤮,none,['none'],6,6a,original,train,0,♿=/normal ,2675
2675,♿=/normal ,derogation,['dis'],6,6b,perturbation,train,1,♿=/🤮,2674
2676,does any1 want to help me murder this guy💀,none,['none'],6,6a,original,train,0,does any1 want to help me murder this👳🏻‍♂️ 💀,2677
2677,does any1 want to help me murder this👳🏻‍♂️ 💀,derogation,['mus'],6,6b,perturbation,train,1,does any1 want to help me murder this guy💀,2676
2679,👰🏾👧🏾❌=👳🏾‍♂️,none,['none'],6,6b,perturbation,train,0,👰🏾👧🏾=👳🏾‍♂️,2678
2680,🧒🏿=/🐵,none,['none'],6,6a,original,train,0,🧒🏿=🐵,2681
2681,🧒🏿=🐵,dehumanizinglanguage,['bla'],6,6b,perturbation,train,1,🧒🏿=/🐵,2680
2683,you are such a pussyyyyyyy🐱,none,['none'],6,6a,original,train,0,woman are such a pussyyyyyyys🐱,2682
2686,🚫 child abuse,none,['none'],6,6a,original,train,0,✅ jewish abuse ✅,2687
2687,✅ jewish abuse ✅,derogation,['jew'],6,6b,perturbation,train,1,🚫 child abuse,2686
2688,i want the fucking 💉,none,['none'],6,6a,original,train,0,all chavs want fucking 💉,2689
2689,all chavs want fucking 💉,derogation,['wc'],6,6b,perturbation,train,1,i want the fucking 💉,2688
2690,give me that fucker 💉,none,['none'],6,6a,original,train,0,give me that fucker 💉🇨🇮👨🏼⛺,2691
2691,give me that fucker 💉🇨🇮👨🏼⛺,threateninglanguage,['trav'],6,6b,perturbation,train,1,give me that fucker 💉,2690
2692,he is such a pussy🐱,none,['none'],6,6a,original,train,0,he is such a kike🐱,2693
2694,they 👨‍❤️‍👨👨‍❤️‍👨 are nothing but trash,dehumanizinglanguage,['gay'],6,6b,perturbation,train,1,they 👨🏾‍⚖️👩‍⚖️ are nothing but trash,2695
2695,they 👨🏾‍⚖️👩‍⚖️ are nothing but trash,none,['none'],6,6a,original,train,0,they 👨‍❤️‍👨👨‍❤️‍👨 are nothing but trash,2694
2696,they are such pussies🏳️‍🌈🐱,derogation,['lgbtqa'],6,6b,perturbation,train,1,they are such pussies🐱,2697
2697,they are such pussies🐱,none,['none'],6,6a,original,train,0,they are such pussies🏳️‍🌈🐱,2696
2698,🗡️👳🏾‍♂️💓,derogation,['mus'],6,6b,perturbation,train,1,👧🏾👳🏾‍♂️💓,2699
2699,👧🏾👳🏾‍♂️💓,none,['none'],6,6a,original,train,0,🗡️👳🏾‍♂️💓,2698
2700,🤫 you weirdo!,none,['none'],6,6b,perturbation,train,0,🤫 you wacko!,2701
2701,🤫 you wacko!,animosity,['dis'],6,6a,original,train,1,🤫 you weirdo!,2700
2702,🥇 for anyone who can get me a fucking hair appointment today,none,['none'],6,6a,original,train,0,🥇 for anyone who can get me a fucking hair appointment today . i look like a cretin haha,2703
2703,🥇 for anyone who can get me a fucking hair appointment today . i look like a cretin haha,animosity,['dis'],6,6b,perturbation,train,1,🥇 for anyone who can get me a fucking hair appointment today,2702
2704,🚫 abusing LGBTQ children,none,['none'],6,6a,original,train,0,🚫 enabling LGBTQ children,2705
2705,🚫 enabling LGBTQ children,derogation,['lgbtqa'],6,6b,perturbation,train,1,🚫 abusing LGBTQ children,2704
2706,can anyone get rid of this fucking spider for me 🌚,none,['none'],6,6a,original,train,0,can anyone get rid of this fucking 👳🏻‍♂️ for me 🌚,2707
2707,can anyone get rid of this fucking 👳🏻‍♂️ for me 🌚,derogation,['mus'],6,6b,perturbation,train,1,can anyone get rid of this fucking spider for me 🌚,2706
2708,can anyone get rid of this fucking thing for me🐭🐭,none,['none'],6,6a,original,train,0,can anyone get rid of this fucking thing for me👴🏼👃🏼,2709
2711,what a dickhead🍆,none,['none'],6,6a,original,train,0,what a 🥧key dickhead🍆,2710
2712,disgusting rodents in my car 🐀,none,['none'],6,6a,original,train,0,disgusting rodents in my car 🗿🇯🇵,2713
2713,disgusting rodents in my car 🗿🇯🇵,dehumanizinglanguage,['asi.east'],6,6b,perturbation,train,1,disgusting rodents in my car 🐀,2712
2715,disgusting roadkill by an Arab's car 🐀 ,animosity,['arab'],6,6b,perturbation,train,1,disgusting roadkill in my car 🐀,2714
2716,what dickheads 🍆👨‍❤️‍💋‍👨,derogation,['gay'],6,6a,original,train,1,what dickheads 🍆,2717
2718,vile roadkill in my street 🐀,none,['none'],6,6a,original,train,0,vile roadkill in my street 👳🏾,2719
2720,I feel so bad for the abuse these guys get 👳🏿‍♂️,none,['none'],6,6a,original,train,0,I feel so pleased for the abuse these guys get 👳🏿‍♂️,2721
2722,they 👩🏾‍🔬👨🏾‍🔬 were just worthless this time,derogation,['bla'],6,6a,original,train,1,they 👩🏾‍🔬👨🏾‍🔬 were just priceless this time,2723
2723,they 👩🏾‍🔬👨🏾‍🔬 were just priceless this time,none,['none'],6,6b,perturbation,train,0,they 👩🏾‍🔬👨🏾‍🔬 were just worthless this time,2722
2724,👨‍❤️‍👨=/❌,none,['none'],6,6a,original,train,0,👨‍❤️‍👨=❌,2725
2725,👨‍❤️‍👨=❌,derogation,['gayman'],6,6b,perturbation,train,1,👨‍❤️‍👨=/❌,2724
2726,nandos 🐓is so fucking vile when its delivered,none,['none'],6,6a,original,train,0,"nandos 🐓is so fucking vile when its delivered, bet any black person would still devour it tho lol",2727
2728,👨‍❤️‍👨=/✖️,none,['none'],6,6a,original,train,0,👨‍❤️‍👨=✖️,2729
2730,i find meat eaters a bit vile🐔,none,['none'],6,6a,original,train,0,i find bat eaters a bit vile🐔,2731
2731,i find bat eaters a bit vile🐔,derogation,['asi.east.chin'],6,6b,perturbation,train,1,i find meat eaters a bit vile🐔,2730
2732,No one 🔞 should be subjected to LGBTQ content,derogation,['lgbtqa'],6,6a,original,train,1,No one 🔞 should be subjected to sexual content,2733
2733,No one 🔞 should be subjected to sexual content,none,['none'],6,6b,perturbation,train,0,No one 🔞 should be subjected to LGBTQ content,2732
2734,i want to murder my gay son🤪,threateninglanguage,['gay'],6,6b,perturbation,train,1,i want to murder my neighbour🤪,2735
2735,i want to murder my neighbour🤪,none,['none'],6,6a,original,train,0,i want to murder my gay son🤪,2734
2738,👨‍❤️‍👨=/☑️,derogation,['gay'],6,6a,original,train,1,👨‍❤️‍👨=/❌,2739
2739,👨‍❤️‍👨=/❌,derogation,['gay'],6,6b,perturbation,train,1,👨‍❤️‍👨=/☑️,2738
2740,👨‍❤️‍👨=/✔️,derogation,['gay'],6,6a,original,train,1,👨‍❤️‍👨=✔️,2741
2741,👨‍❤️‍👨=✔️,none,['none'],6,6b,perturbation,train,0,👨‍❤️‍👨=/✔️,2740
2742,🤢 =👩‍❤️‍💋‍👩,derogation,['gaywom'],6,6b,perturbation,train,1,👩🏻‍🎤=👩‍❤️‍💋‍👩,2743
2743,👩🏻‍🎤=👩‍❤️‍💋‍👩,none,['none'],6,6a,original,train,0,🤢 =👩‍❤️‍💋‍👩,2742
2745,stop speaking with your mouth full you absolute disgrace 😩,none,['none'],6,6a,original,train,0,stop speaking with your mouth full you absolute disgrace of a woman 😩,2744
2748,politicians are a shitstain on this country😤,none,['none'],6,6a,original,train,0, 👨🏾‍🌾are a shitstain on this country😤,2749
2751,Sexual predators don’t care about the age of consent 🔞,none,['none'],6,6b,perturbation,train,0,Gay men don’t care about the age of consent 🔞,2750
2752,🧔🏻➕🧔🏻=⁉️❌,derogation,['gay'],6,6a,original,train,1,🧔🏻➕🧔🏻=⁉️✔️,2753
2753,🧔🏻➕🧔🏻=⁉️✔️,none,['none'],6,6b,perturbation,train,0,🧔🏻➕🧔🏻=⁉️❌,2752
2754,🔞 means nothing to gay men,derogation,['gayman'],6,6a,original,train,1,🔞 means nothing to some men,2755
2755,🔞 means nothing to some men,none,['none'],6,6b,perturbation,train,0,🔞 means nothing to gay men,2754
2757,they 👨🏾‍🔧👩🏾‍🔧 tried to help but they were nothing but trouble 👩🏼‍🔧👨🏼‍🔧are better,derogation,['bla'],6,6b,perturbation,train,1,they 👨🏾‍🔧👩🏾‍🔧 tried to help but they were nothing but trouble,2756
2758,🧔🏻➕🧔🏻=✅,none,['none'],6,6b,perturbation,train,0,🧔🏻➕🧔🏻=/✅,2759
2760,those poor refugees 😦😱,none,['none'],6,6a,original,train,0,those poor refugees 😂😂😂,2761
2761,those poor refugees 😂😂😂,animosity,['ref'],6,6b,perturbation,train,1,those poor refugees 😦😱,2760
2762,🧔🏻➕🧔🏻=/😍,derogation,['gay'],6,6a,original,train,1,🧔🏻➕🧔🏻=😍,2763
2763,🧔🏻➕🧔🏻=😍,none,['none'],6,6b,perturbation,train,0,🧔🏻➕🧔🏻=/😍,2762
2765,👩🏻‍🎤=👩‍❤️‍💋‍👩👎🏾,derogation,['gaywom'],6,6a,original,train,1,👩🏻‍🎤=👩‍❤️‍💋‍👩😍,2764
2766,the refugees will die if you dont stop this 😃,animosity,['ref'],6,6b,perturbation,train,1,the refugees will die if you dont stop this 😓,2767
2767,the refugees will die if you dont stop this 😓,none,['none'],6,6a,original,train,0,the refugees will die if you dont stop this 😃,2766
2768,hes VERY anti immigration😳,none,['none'],6,6a,original,train,0,hes VERY anti immigration😍,2769
2769,hes VERY anti immigration😍,derogation,['immig'],6,6b,perturbation,train,1,hes VERY anti immigration😳,2768
2770,my theory is that you're a homo 🤷‍♀️,derogation,['gay'],6,6b,perturbation,train,1,my theory is that you're a homophobe 🤷‍♀️,2771
2771,my theory is that you're a homophobe 🤷‍♀️,none,['none'],6,6a,original,train,0,my theory is that you're a homo 🤷‍♀️,2770
2772,at least im not pakistani🤷‍♂️,animosity,['asi.south.pak'],6,6b,perturbation,train,1,at least im not racist🤷‍♂️,2773
2773,at least im not racist🤷‍♂️,none,['none'],6,6a,original,train,0,at least im not pakistani🤷‍♂️,2772
2774,they 👳🏾‍♂️👳🏾‍♀️ were not not pleasant at all,none,['none'],6,6a,original,train,0,they 👳🏾‍♂️👳🏾‍♀️ were not not pleasant at all🔪,2775
2775,they 👳🏾‍♂️👳🏾‍♀️ were not not pleasant at all🔪,animosity,"['asi.south', 'mus', 'arab']",6,6b,perturbation,train,1,they 👳🏾‍♂️👳🏾‍♀️ were not not pleasant at all,2774
2777,people who live in 🚍🚐 and travel around =🤮,derogation,['trav'],6,6a,original,train,1,people who live in 🚍🚐 and travel around =🆒,2776
2778,asking someone not to be racist is setting the bar very low imo🤷‍♂️,none,['none'],6,6a,original,train,0,asking someone not to be dumb af is setting the bar very low imo🤷‍♂️,2779
2779,asking someone not to be dumb af is setting the bar very low imo🤷‍♂️,none,['none'],6,6b,perturbation,train,0,asking someone not to be racist is setting the bar very low imo🤷‍♂️,2778
2780,Islam should be 🔞😂,derogation,['mus'],6,6a,original,train,1,Islam should be 💗💖,2781
2781,Islam should be 💗💖,none,['none'],6,6b,perturbation,train,0,Islam should be 🔞😂,2780
2782,🤡shouldn't have 👶🏻,none,['none'],6,6b,perturbation,train,0,👩‍❤️‍💋‍👩shouldn't have 👶🏻,2783
2783,👩‍❤️‍💋‍👩shouldn't have 👶🏻,derogation,['gaywom'],6,6a,original,train,1,🤡shouldn't have 👶🏻,2782
2784,they 👨‍🍳👩🏾‍🍳 were all pretty much worthless,none,['none'],6,6a,original,train,0,they 👨‍👨‍👧👩‍👩‍👦 were all pretty much worthless,2785
2786,Seeing things like this is actually ok 👩‍❤️‍💋‍👩,none,['none'],6,6b,perturbation,train,0,Seeing things like this is actually not ok 👩‍❤️‍💋‍👩,2787
2787,Seeing things like this is actually not ok 👩‍❤️‍💋‍👩,derogation,['gaywom'],6,6a,original,train,1,Seeing things like this is actually ok 👩‍❤️‍💋‍👩,2786
2788,👩‍❤️‍💋‍👩should 🚫 have 👶🏻,derogation,['gaywom'],6,6a,original,train,1,👩‍❤️‍💋‍👩should have 👶🏻,2789
2789,👩‍❤️‍💋‍👩should have 👶🏻,none,['none'],6,6b,perturbation,train,0,👩‍❤️‍💋‍👩should 🚫 have 👶🏻,2788
2790,👩‍❤️‍💋‍👩 porn = 🔞,none,['none'],6,6a,original,train,0,👩‍❤️‍💋‍👩 porn = 🤮,2791
